source,pui,pmid,doi,title,year,journal,authors,pubtype,issn,volume,issue,pages
embase,2004504554,,10.18683/germs.2020.1193,A case report of acute disseminated encephalomyelitis following severe dengue in a child,2020,GERMS,"Kamath, N.; Mounica, K.; Kanthila, J.; Kamath, S.P.; Rao, S.S.",Article,22482997,10,2,
embase,2004640003,,,"Clinico-laboratory profile of dengue patients at sir t. Hospital, Bhavnagar, India",2020,Acta Medica Iranica,"Patel, N.D.; Desai, K.J.; Sarvaiya, J.; Malek, S.; Patel, N.D.",Article,17359694,58,2,
embase,2005259912,32182271,10.1371/journal.pone.0230337,"Assessment of diagnostic and analytic performance of the SD Bioline Dengue Duo test for dengue virus (DENV) infections in an endemic area (Savannakhet province, Lao People’s Democratic Republic)",2020,PLoS ONE,"Blessmann, J.; Winkelmann, Y.; Keoviengkhone, L.; Sopraseuth, V.; Kann, S.; Hansen, J.; Halas, H.E.; Emmerich, P.; Schmidt-Chanasit, J.; Schmitz, H.; Mika, A.; Deschermeier, C.",Article,19326203,15,3,e0230337
embase,2007521830,32832567,10.1155/2020/1820325,Detection of Dengue Virus-Specific IgM and IgG Antibodies through Peptide Sequences of Envelope and NS1 Proteins for Serological Identification,2020,Journal of Immunology Research,"Nagar, P.K.; Savargaonkar, D.; Anvikar, A.R.",Article,23147156,2020,,1820325
embase,630743389,,10.3390/diagnostics10010011,Flavivirus cross-reactivity to dengue nonstructural protein 1 antigen detection assays,2020,Diagnostics,"Tan, L.K.; Wong, W.Y.; Yang, H.T.; Huber, R.G.; Bond, P.J.; Ng, L.C.; Maurer-Stroh, S.; Hapuarachchi, H.C.",Article,20754418,10,1,11
embase,630793771,32005065,10.21037/apm.2019.12.11,"A survey of clinical and laboratory characteristics of dengue fever epidemic from 2014 to 2018 in Guangzhou, China",2020,Annals of palliative medicine,"Chen, D.; Zhang, Y.; Wu, X.; Wu, J.; Gong, F.; Qiao, L.; Li, L.; Wang, C.",Article,22245839,9,1,
embase,631162370,32134017,10.4103/ijmr.IJMR_613_18,Comparative assessment of commercial enzyme-linked immunosorbent assay & rapid diagnostic tests used for dengue diagnosis in India,2020,The Indian journal of medical research,"Kulkarni, R.; Modak, M.; Gosavi, M.; Wani, D.; Mishra, A.C.; Arankalle, V.A.",Article,09715916,151,1,
embase,631970080,32491129,10.1590/0001-3765202020190883,"Immunological Memory to Zika Virus in a University Community in Colombia, South America",2020,Anais da Academia Brasileira de Ciencias,"Cárdenas, D.M.; Jaimes, M.A.; Vega, L.D.; Oliveros, N.L.; Soto, J.A.; Chía, C.R.; Osorio, J.E.; Ciuoderis, K.A.",Article,16782690,92,1,
embase,632046808,32520127,10.1590/0102-311X00225618,Rapid immunochromatographic tests for the diagnosis of dengue: a systematic review and meta-analysis,2020,Cadernos de saude publica,"Mata, V.E.; Andrade, C.A.F.; Passos, S.R.L.; Hökerberg, Y.H.M.; Fukuoka, L.V.B.; Silva, S.A.D.",Article,16784464,36,6,
embase,637503368,,,"Molecular mechanisms that regulate flavivirus NS1 disruption of intercellular junction proteins, leading to endothelial barrier dysfunction and vascular leakage",2020,American Journal of Tropical Medicine and Hygiene,"Puerta-Guardo, H.N.; Biering, S.B.; de Sousa, F.T.G.; Shu, J.; Li, J.; Glasner, D.; Harris, E.",Conference Abstract,00029637,103,5 SUPPL,
embase,637503648,,,Interrogating the primary dengue-specific memory B cell founder population in humans following dengue infection,2020,American Journal of Tropical Medicine and Hygiene,"Lyski, Z.L.; Mooster, J.; Kareko, B.; Booty, B.; Messer, W.",Conference Abstract,00029637,103,5 SUPPL,
embase,637504401,,,Comparison between SD bioline dengue duo test and inbios' prototype dengue immunochromatographic tests,2020,American Journal of Tropical Medicine and Hygiene,"Chen, H.-W.; Maldonado, T.; Farris, C.; Sugiharto, V.; Simons, M.; Defang, G.; Rooney, C.; Wu, S.-J.",Conference Abstract,00029637,103,5 SUPPL,
embase,630119325,31819129,10.1038/s41598-019-55160-4,The inability of a dengue NS1 ELISA to detect Zika infections,2019,Scientific reports,"Lima, M.D.R.Q.; Chouin-Carneiro, T.; Azeredo, E.; Barbosa, L.S.; Souza, T.M.A.; Silva, J.B.C.D.; Nunes, P.C.G.; Dal Fabbro, M.; Facco, I.H.R.; Venâncio-da-Cunha, R.; Dos Santos, F.B.",Article,20452322,9,1,
embase,2003665338,31678478,10.1016/j.antiviral.2019.104643,Identification of inhibitors of dengue viral replication using replicon cells expressing secretory luciferase,2019,Antiviral Research,"Kato, F.; Nio, Y.; Yagasaki, K.; Suzuki, R.; Hijikata, M.; Miura, T.; Miyazaki, I.; Tajima, S.; Lim, C.-K.; Saijo, M.; Takasaki, T.; Hishiki, T.",Article,18729096,172,,104643
embase,629863575,31722678,10.1186/s12879-019-4589-8,Diagnostic tools used in the evaluation of acute febrile illness in South India: A scoping review,2019,BMC Infectious Diseases,"Bhaskaran, D.; Chadha, S.S.; Sarin, S.; Sen, R.; Arafah, S.; Dittrich, S.",Review,14712334,19,1,970
embase,628518663,31240885,10.3343/alm.2019.39.6.566,Comparison of Six Commercial Diagnostic Tests for the Detection of Dengue Virus Non-Structural-1 Antigen and IgM/IgG Antibodies,2019,Annals of laboratory medicine,"Lee, H.; Ryu, J.H.; Park, H.S.; Park, K.H.; Bae, H.; Yun, S.; Choi, A.R.; Cho, S.Y.; Park, C.; Lee, D.G.; Lim, J.; Lee, J.; Lee, S.; Shin, S.; Park, H.; Oh, E.J.",Article,22343814,39,6,
embase,630189382,31365115,10.1093/trstmh/trz068,A review of dengue diagnostics and implications for surveillance and control,2019,Transactions of the Royal Society of Tropical Medicine and Hygiene,"Raafat, N.; Blacksell, S.D.; Maude, R.J.",Review,18783503,113,11,
embase,630644609,,10.4269/ajtmh.abstract2019,Scrub typhus-an emerging etiology of acute fever with jaundice in adults presenting to a tertiary care hospital in North India,2019,American Journal of Tropical Medicine and Hygiene,"Suri, V.; Singh, M.; Duseja, A.; Biswal, M.; Singh, M.P.; Zaman, K.; Pannu, A.K.; Goyal, K.; Bhalla, A.; Ratho, Rk.; Jain, S.; Kumari, S.",Conference Abstract,00029637,101,5,
embase,630644701,,10.4269/ajtmh.abstract2019,Performance of two zika virus neutralizing antibody titer classification schemes against zika NS1 blockade-of-binding assay during the 2015-2016 epidemic in Guatemala,2019,American Journal of Tropical Medicine and Hygiene,"Olson, D.; Lamb, M.M.; Huleatt, J.W.; Bonaparte, M.; Paniagua-Avila, M.A.; Zacarias, A.; Rojop, N.; Chacon-Juarez, A.; Natrajan, M.; Waggoner, J.; Lopez, M.R.; Cordon-Rosales, C.; Asturias, E.J.",Conference Abstract,00029637,101,5,
embase,630645215,,10.4269/ajtmh.abstract2019,Uncovering the dengue-1 specific memory B cell derived antibody repertoire in immune donors 1 to 43 years after dengue infection in a non-endemic cohort,2019,American Journal of Tropical Medicine and Hygiene,"Lyski, Z.; Kareko, B.; Booty, B.; Mooster, J.; Messer, W.",Conference Abstract,00029637,101,5,
embase,630645523,,10.4269/ajtmh.abstract2019,"Co-circulation of dengue, zika and chikungunya in the Peruvian amazon",2019,American Journal of Tropical Medicine and Hygiene,"Falconi-Agapito, F.; Merino, X.; Kerkhof, K.; Arien, K.K.; Talledo, M.",Conference Abstract,00029637,101,5,
embase,2002878765,31526718,10.1016/j.ebiom.2019.09.014,High levels of serum hyaluronan is an early predictor of dengue warning signs and perturbs vascular integrity,2019,EBioMedicine,"Lin, C.-Y.; Kolliopoulos, C.; Huang, C.-H.; Tenhunen, J.; Heldin, C.-H.; Chen, Y.-H.; Heldin, P.",Article,23523964,48,,
embase,630690186,,10.1093/ofid/ofz360.1519,Performance of molecular and serologic tests for the diagnosis of scrub typhus,2019,Open Forum Infectious Diseases,"Varghese, G.M.; Kannan, K.; Abhilash, K.; Nithyananth, A.; David, T.; Sathyendra, S.; Hansdak, S.; Iyyadurai, R.; Prakash, J.",Conference Abstract,23288957,6,,
embase,2002653901,31445770,10.1016/j.vaccine.2019.07.083,Feasibility of case-control and test-negative designs to evaluate dengue vaccine effectiveness in Malaysia,2019,Vaccine,"Nealon, J.; Lim, W.-Y.; Moureau, A.; Linus Lojikip, S.; Junus, S.; Kumar, S.; Nachiappan, J.P.; Devi Sekaran, S.; Radigue, C.; Cowling, B.J.; Ochiai, R.L.; Hss, A.-S.",Article,18732518,37,39,
embase,628614604,31090222,10.1002/jmv.25504,Epidemiological and clinical suspicion of congenital Zika virus infection: Serological findings in mothers and children from Brazil,2019,Journal of Medical Virology,"Venturi, G.; Fortuna, C.; Alves, R.M.; Passos do Prado Paschoal, A.G.; da Silva Júnior, P.J.; Remoli, M.E.; Benedetti, E.; Amendola, A.; da Silva Batista, E.; Gama, D.V.N.; Barros, D.H.; Fiorentini, C.; Rezza, G.; Leite Primo Chagas, J.R.",Article,10969071,91,9,
embase,629361116,,10.1111/trf.15462,Dynamics of zikv seroreactivity in viremic blood donors,2019,Transfusion,"Stone, M.; Simmons, G.; Lu, K.; Dave, H.; Singh, I.; Montoya, M.; Harris, E.; Ananta, J.S.; Wu, G.; Busch, M.P.",Conference Abstract,15372995,59,,
embase,630553343,,10.1093/trstmh/trz090,"Dengue and chikungunya among febrile outpatients in Kinshasa, democratic republic of Congo: A crosssectional study",2019,Transactions of the Royal Society of Tropical Medicine and Hygiene,"Proesmans, S.; Katshongo, F.; Fungula, B.; Ahuka-Mundeke, S.; Van Esbroeck, M.; Ariën, K.; De Smet, B.; Lutumba, P.; Van geertruyden, J.P.; Vanlerberghe, V.",Conference Abstract,18783503,113,,
embase,630554821,,10.1093/trstmh/trz090,Evaluation of the performance of commercially available immune-chromatographic rapid diagnostic tests (RDTs) for the diagnosis of dengue in India,2019,Transactions of the Royal Society of Tropical Medicine and Hygiene,"Mahajan, R.; Flevaud, L.; Periera, A.; Harshana, A.; Boelaert, M.; Goswami, R.; Burza, S.",Conference Abstract,18783503,113,,
embase,632606658,32655070,10.4103/0972-9062.289392,Assessment of NS1 protein as an early diagnostic marker for Kyasanur forest disease virus,2019,Journal of Vector Borne Diseases,"Yadav, P.; Chaubal, G.; Jena, S.; Shil, P.; Mourya, D.",Article,09729062,56,3,
embase,628923974,31416485,10.1186/s12985-019-1204-y,"Evaluation of novel rapid detection kits for dengue virus NS1 antigen in Dhaka, Bangladesh, in 2017",2019,Virology Journal,"Suzuki, K.; Nakayama, E.E.; Saito, A.; Egawa, A.; Sato, T.; Phadungsombat, J.; Rahim, R.; Hasan, A.; Iwamoto, H.; Rahman, M.; Shioda, T.",Article,1743422X,16,1,102
embase,2002499096,31374094,10.1371/journal.pone.0215708,Modulated Zika virus NS1 conjugate offers advantages for accurate detection of Zika virus specific antibody in double antigen binding and Ig capture enzyme immunoassays,2019,PLoS ONE,"Tedder, R.S.; Dicks, S.; Ijaz, S.; Santiago de Souza, N.C.; Vincente de Paula, A.; Levy, F.; Medialdea-Carrera, R.; Levi, J.E.; Pannuti, C.S.; de Sequeira, P.C.; Brown, D.W.G.; Lumb, I.U.",Article,19326203,14,8,e0215708
embase,2002427324,31356638,10.1371/journal.ppat.1007938,Endocytosis of flavivirus NS1 is required for NS1-mediated endothelial hyperpermeability and is abolished by a single N-glycosylation site mutation,2019,PLoS Pathogens,"Wang, C.; Puerta-Guardo, H.; Biering, S.B.; Glasner, D.R.; Tran, E.B.; Patana, M.; Gomberg, T.A.; Malvar, C.; Lo, N.T.N.; Espinosa, D.A.; Harris, E.",Article,15537374,15,7,e1007938
embase,630649014,31945940,10.1109/EMBC.2019.8856427,Reduced Featured k-NN Classifier Model Optimal for Classification of Dengue Fever from Salivary Raman Spectra,2019,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,"Othman, N.H.; Radzol, A.R.M.; Lee, K.Y.; Mansor, W.",Article,1557170X,2019,,
embase,2002384967,,10.3390/vaccines7020055,A Chimeric zika virus between viral strains MR766 and BeH819015 highlights a role for E-glycan loop in antibody-mediated virus neutralization,2019,Vaccines,"Frumence, E.; Viranaicken, W.; Bos, S.; Alvarez-Martinez, M.-T.; Roche, M.; Arnaud, J.-D.; Gadea, G.; Desprès, P.",Article,2076393X,7,2,55
embase,2002411681,31335898,10.1371/journal.pone.0219474,Immunoassay for serodiagnosis of Zika virus infection based on time-resolved Förster resonance energy transfer,2019,PLoS ONE,"Kareinen, L.; Hepojoki, S.; Huhtamo, E.; Korhonen, E.M.; Schmidt-Chanasit, J.; Hedman, K.; Hepojoki, J.; Vapalahti, O.",Article,19326203,14,7,e0219474
embase,2002640117,,10.13181/mji.v28i2.1951,Horseradish peroxidase-labeled rabbit anti-non-structural protein 1 of dengue virus-2 for the diagnosis of dengue virus infections,2019,Medical Journal of Indonesia,"Arodes, E.S.; Dewi, B.E.; Sudiro, T.M.",Article,22528083,28,2,
embase,628679887,,10.1111/vox.12792,Application of a zika virus serological assay to evaluate infection rates in donors following the 2016 epidemic in Puerto Rico,2019,Vox Sanguinis,"Simmons, G.; Stone, M.; Cheng, C.; Williamson, P.; Busch, M.",Conference Abstract,14230410,114,,
embase,2001476710,30782365,10.1016/j.aca.2018.12.043,Smartphone-based fluorescent lateral flow immunoassay platform for highly sensitive point-of-care detection of Zika virus nonstructural protein 1,2019,Analytica Chimica Acta,"Rong, Z.; Wang, Q.; Sun, N.; Jia, X.; Wang, K.; Xiao, R.; Wang, S.",Article,18734324,1055,,
embase,627416720,31043165,10.1186/s13256-019-2066-z,Miller Fisher syndrome developing as a parainfectious manifestation of dengue fever: A case report and review of the literature,2019,Journal of Medical Case Reports,"De Silva, N.L.; Weeratunga, P.; Umapathi, T.; Malavige, N.; Chang, T.",Article,17521947,13,1,120
embase,2001610529,30779938,10.1016/j.jviromet.2019.02.005,Added value of IgA antibodies against Zika virus non-structural protein 1 in the diagnosis of acute Zika virus infections,2019,Journal of Virological Methods,"Warnecke, J.M.; Lattwein, E.; Saschenbrecker, S.; Stöcker, W.; Schlumberger, W.; Steinhagen, K.",Article,18790984,267,,
embase,627294172,30961645,10.1186/s13104-019-4250-z,Predictive value of persistent NS1 antigen positivity beyond 3rd day for dengue haemorrhagic fever in Sri Lankan children,2019,BMC research notes,"Manamperi, M.; Jayamanne, B.D.W.; Somaratne, T.; Perera, N.; Fernando, L.",Article,17560500,12,1,
embase,2001603209,30660797,10.1016/j.ijid.2019.01.022,"Dengue diagnosis in an endemic area of Peru: Clinical characteristics and positive frequencies by RT-PCR and serology for NS1, IgM, and IgG",2019,International Journal of Infectious Diseases,"Palomares-Reyes, C.; Silva-Caso, W.; del Valle, L.J.; Aguilar-Luis, M.A.; Weilg, C.; Martins-Luna, J.; Viñas-Ospino, A.; Stimmler, L.; Mallqui Espinoza, N.; Aquino Ortega, R.; Espinoza Espíritu, W.; Misaico, E.; del Valle-Mendoza, J.",Article,18783511,81,,
embase,625545104,30411369,10.1002/jmv.25356,"Dynamics of nonstructural glycoprotein-1 in dengue patients presenting with different clinical manifestations from 1986 to 2012 in Rio de Janeiro, Brazil",2019,Journal of Medical Virology,"Gonçalves, B.D.S.; Horta, M.A.P.; Acero, P.H.C.; Bochner, R.; Queiroz Lima, M.D.R.; de Araújo, E.S.; Sampaio, S.A.; Nogueira, R.M.R.; de Filippis, A.M.B.",Article,10969071,91,4,
embase,638509719,,10.1136/bmjgh-2019-EDC.153,"ZOONOTIC VIRAL ANTIGENS SURVEILLANCE IN HEALTHY POPULATIONS LIVING IN LAMBARÉNÉ, GABON",2019,BMJ Global Health,"Bache, E.; Loembe, M.M.; Agnandji, S.T.",Conference Abstract,20597908,4,,
embase,628002369,30335151,10.1093/infdis/jiy606,Highly sensitive and specific zika virus serological assays using a magnetic modulation biosensing system,2019,Journal of Infectious Diseases,"Michelson, Y.; Lustig, Y.; Avivi, S.; Schwartz, E.; Danielli, A.",Article,15376613,219,7,
embase,2001294304,30466902,10.1016/j.jiph.2018.10.138,Dengue Outbreak in Peshawar: Clinical Features and Laboratory Markers of Dengue Virus Infection,2019,Journal of Infection and Public Health,"Haroon, M.; Jan, H.; Faisal, S.; Ali, N.; Kamran, M.; Ullah, F.",Article,1876035X,12,2,
embase,2001406522,30562608,10.1016/j.jviromet.2018.12.005,Recombinant DENV 2 NS5: An effective antigen for diagnosis of DENV infection,2019,Journal of Virological Methods,"Zhang, T.; Wang, M.-L.; Zhang, G.-R.; Liu, W.; Xiao, X.-Q.; Yang, Y.-S.; Li, J.-T.; Xun, Z.-M.; Li, D.-Y.; Chan, P.K.S.",Article,18790984,265,,
embase,2001539805,30738366,10.1016/j.jcv.2019.01.011,Evaluation of a new rapid fluorescence immunoassay for the diagnosis of dengue and Zika virus infection,2019,Journal of Clinical Virology,"Zammarchi, L.; Colao, M.G.; Mantella, A.; Capobianco, T.; Mazzarelli, G.; Ciccone, N.; Tekle Kiros, S.; Mantengoli, E.; Rossolini, G.M.; Bartoloni, A.",Article,18735967,112,,
embase,2001674493,30840708,10.1371/journal.pone.0213301,Accuracy of the SD BIOLINE Dengue Duo for rapid point-of-care diagnosis of dengue,2019,PLoS ONE,"Kikuti, M.; Cruz, J.S.; Rodrigues, M.S.; Tavares, A.S.; Paploski, I.A.D.; Silva, M.M.O.; Santana, P.M.; Tauro, L.B.; Silva, G.A.O.F.; Campos, G.S.; Araújo, J.M.G.; Kitron, U.; Reis, M.G.; Ribeiro, G.S.",Article,19326203,14,3,e0213301
embase,2001700806,30865680,10.1371/journal.pone.0213451,"Comparative evaluation of three dengue duo rapid test kits to detect NS1, IgM, and IgG associated with acute dengue in children in Myanmar",2019,PLoS ONE,"Jang, W.S.; Kwak, S.Y.; May, W.L.; Yang, D.J.; Nam, J.; Lim, C.S.",Article,19326203,14,3,e0213451
embase,2001731277,30541932,10.1128/JCM.01506-18,Comprehensive evaluation of differential serodiagnosis between Zika and dengue viral infections,2019,Journal of Clinical Microbiology,"Chao, D.-Y.; Whitney, M.T.; Davis, B.S.; Medina, F.A.; Munoz, J.L.; Chang, G.-J.J.",Article,1098660X,57,3,e01506-18
embase,628191366,,10.1007/s13337-019-00523-8,Sero-prevalence of dengue fever in patients with acute febrile illness in a tertiary care hospital,2019,VirusDisease,"Gupta, V.",Conference Abstract,23473517,30,1,
embase,628191405,,10.1007/s13337-019-00523-8,Differentiation between primary and secondary dengue virus infection by IgM: IgG ratio,2019,VirusDisease,"Charu,; Agarwal, R.K.; Mittal, G.; Ahmad, S.",Conference Abstract,23473517,30,1,
embase,628193036,,10.1007/s13337-019-00523-8,Abrupt change in distribution of Dengue virus serotypes over a period of two consecutive years in central India,2019,VirusDisease,"Yadav, A.K.; Agarwal, A.; Ansari, K.; Prakash, A.; Biswas, D.",Conference Abstract,23473517,30,1,
embase,628193199,,10.1007/s13337-019-00523-8,Can rapid dengue diagnostic kits be trusted? A comparative study of commercially available rapid kits,2019,VirusDisease,"Garg, A.; Dhole, T.N.",Conference Abstract,23473517,30,1,
embase,628193432,,10.1007/s13337-019-00523-8,Co-infection of Dengue with Chikungunya and Typhoid in a tertiary care center of North India,2019,VirusDisease,"Galhotra, S.; Grover, P.; Jindal, N.; Dhuria, N.",Conference Abstract,23473517,30,1,
embase,2001450814,,10.1016/j.ijid.2018.11.357,"Enhanced surveillance and integrated approach reduced dengue incidence, Namakkal, Tamilnadu, India, 2017",2019,International Journal of Infectious Diseases,"Rameshkumar, G.; Kalpana, M.S.; Mohankumar, R.",Conference Abstract,18783511,79,,
embase,2001451108,,10.1016/j.ijid.2018.11.361,"Epidemiology of dengue and related entomological and environmental factors - Surat City, Gujarat, India 2011-2016",2019,International Journal of Infectious Diseases,"Bajwala, V.R.",Conference Abstract,18783511,79,,
embase,626206509,30429254,10.1128/JCM.01464-18,Combination of nonstructural protein 1-based enzyme-linked immunosorbent assays can detect and distinguish various dengue virus and Zika virus infections,2019,Journal of Clinical Microbiology,"Tyson, J.; Tsai, W.-Y.; Tsai, J.-J.; Brites, C.; Mässgård, L.; Youn, H.H.; Pedroso, C.; Drexler, J.F.; Stramer, S.L.; Balmaseda, A.; Harris, E.; Wang, W.-K.",Article,1098660X,57,2,e01464
embase,626314106,30727040,10.1111/trf.15007,"Risk of transfusion-associated dengue: screening of blood donors from Pune, western India",2019,Transfusion,"Kulkarni, R.; Tiraki, D.; Wani, D.; Mishra, A.C.; Arankalle, V.A.",Article,15372995,59,2,
embase,2001236663,30342068,10.1016/j.jviromet.2018.10.011,Validation of serological and molecular methods for diagnosis of zika virus infections,2019,Journal of Virological Methods,"Jääskeläinen, A.J.; Korhonen, E.M.; Huhtamo, E.; Lappalainen, M.; Vapalahti, O.; Kallio-Kokko, H.",Article,18790984,263,,
embase,2002222253,30971466,10.1128/JCM.00221-19,Development of an enzyme-linked immunosorbent assay for rapid detection of dengue virus (DENV) NS1 and differentiation of DENV serotypes during early infection,2019,Journal of Clinical Microbiology,"Lai, S.-C.; Huang, Y.-Y.; Shu, P.-Y.; Chang, S.-F.; Hsieh, P.-S.; Wey, J.-J.; Tsai, M.-H.; Ben, R.-J.; Hsu, Y.-M.; Fang, Y.-C.; Hsiao, M.-L.; Lin, C.-C.",Article,1098660X,57,7,e00221-19
embase,2002222935,,10.7860/JCDR/2019/41343.12999,Outbreak of dengue fever in bundelkhand region: A tertiary care hospital study report,2019,Journal of Clinical and Diagnostic Research,"Kumar, P.; Srivastava, N.; Kumar, A.; Poonam, K.; Choudhri, M.",Article,0973709X,13,7,
embase,2002851836,31392955,10.4269/ajtmh.19-0270,Use of a blockade-of-binding ELISA and microneutralization assay to evaluate Zika virus serostatus in dengue-endemic areas,2019,American Journal of Tropical Medicine and Hygiene,"Nascimento, E.J.M.; Bonaparte, M.I.; Luo, P.; Vincent, T.S.; Hu, B.; George, J.K.; Áñez, G.; Noriega, F.; Zheng, L.; Huleatt, J.W.",Article,00029637,101,3,
embase,2003458864,31442225,10.1371/journal.pntd.0007649,A high-throughput and multiplex microsphere immunoassay based on non-structural protein 1 can discriminate three flavivirus infections,2019,PLoS Neglected Tropical Diseases,"Tyson, J.; Tsai, W.-Y.; Tsai, J.-J.; Mässgård, L.; Stramer, S.L.; Lehrer, A.T.; Nerurkar, V.R.; Wang, W.-K.",Article,19352735,13,8,e0007649
embase,2003458892,31487279,10.1371/journal.pntd.0007047,"Dengue and chikungunya among outpatients with acute undifferentiated fever in Kinshasa, Democratic Republic of Congo: A crosssectional study",2019,PLoS Neglected Tropical Diseases,"Proesmans, S.; Katshongo, F.; Milambu, J.; Fungula, B.; Mavoko, H.M.; Ahuka-Mundeke, S.; Da Luz, R.I.; Van Esbroeck, M.; Ariën, K.K.; Cnops, L.; De Smet, B.; Lutumba, P.; Van Geertruyden, J.-P.; Vanlerberghe, V.",Article,19352735,13,9,e0007047
embase,2003458922,31539394,10.1371/journal.pntd.0007747,High specificity and sensitivity of Zika EDIIIbased ELISA diagnosis highlighted by a large human reference panel,2019,PLoS Neglected Tropical Diseases,"Denis, J.; Attoumani, S.; Gravier, P.; Tenebray, B.; Garnier, A.; Briolant, S.; De Laval, F.; Chastres, V.; Grard, G.; Leparc-Goffart, I.; Coutard, B.; Badaut, C.",Article,19352735,13,9,e0007747
embase,2004661610,31809504,10.1371/journal.pntd.0007882,"Clinical and epidemiologic characteristics associated with dengue during and outside the 2016 outbreak identified in health facility-based surveillance in Ouagadougou, Burkina Faso",2019,PLoS Neglected Tropical Diseases,"Lim, J.K.; Seydou, Y.; Carabali, M.; Barro, A.; Dahourou, D.L.; Lee, K.S.; Nikiema, T.; Namkung, S.; Lee, J.-S.; Shin, M.Y.; Bonnet, E.; Kagone, T.; Kaba, L.; Edwards, T.; Somé, P.-A.; Yang, J.S.; Alexander, N.; Yoon, I.-K.; Ridde, V.",Article,19352735,13,12,e0007882
embase,626501653,,10.1093/ofid/ofy352,"Clinical, Virologic, and Immunologic Characteristics of Zika Virus Infection in a Cohort of US Patients: Prolonged RNA Detection in Whole Blood",2019,Open Forum Infectious Diseases,"El Sahly, H.M.; Gorchakov, R.; Lai, L.; Natrajan, M.S.; Patel, S.M.; Atmar, R.L.; Keitel, W.A.; Hoft, D.F.; Barrett, J.; Bailey, J.; Edupuganti, S.; Raabe, V.; Wu, H.M.; Fairley, J.; Rouphael, N.; Murray, K.O.; Mulligan, M.J.",Conference Paper,23288957,6,1,
embase,627528302,,10.22354/in.v23i3.790,Contribution of NS1 and IgM based-rapid tests to dengue diagnosis in Colombia before zika emergence,2019,Infectio,"Clemen, G.; Angel, J.; Montes, C.; Tovar, J.R.; Osorio, L.",Article,24223794,23,3,
embase,628675667,,10.1002/cti2.1066,Novel differential linear B-cell epitopes to identify Zika and dengue virus infections in patients,2019,Clinical and Translational Immunology,"Amrun, S.N.; Yee, W.-X.; Abu Bakar, F.; Lee, B.; Kam, Y.-W.; Lum, F.-M.; Tan, J.J.L.; Lim, V.W.X.; Watthanaworawit, W.; Ling, C.; Nosten, F.; Renia, L.; Leo, Y.-S.; Ng, L.F.P.",Article,20500068,8,7,e1066
embase,629668094,,10.7717/peerj.7852,"Characterization of dengue cases among patients with an acute illness, Central Department, Paraguay",2019,PeerJ,"Rojas, A.; Cardozo, F.; Cantero, C.; Stittleburg, V.; López, S.; Bernal, C.; Gimenez Acosta, F.E.; Mendoza, L.; Pinsky, B.A.; De Guillén, I.A.; Páez, M.; Waggoner, J.",Article,21678359,2019,10,e7852
embase,625710560,30587193,10.1186/s12985-018-1105-5,Combination of ELISA screening and seroneutralisation tests to expedite Zika virus seroprevalence studies,2018,Virology Journal,"Nurtop, E.; Villarroel, P.M.S.; Pastorino, B.; Ninove, L.; Drexler, J.-F.; Roca, Y.; Gake, B.; Dubot-Peres, A.; Grard, G.; Peyrefitte, C.; Priet, S.; De Lamballerie, X.; Gallian, P.",Article,1743422X,15,1,192
embase,2001261238,,10.1016/j.bjid.2018.10.007,A CONFIABILIDADE DO DIAGNÓSTICO CLÍNICO DA DENGUE EM UMA REGIÃO DE ALTA ENDEMICIDADE,2018,Brazilian Journal of Infectious Diseases,"Ferrei, E.R.D.S.; Gon, A.C.D.O.; Undurraga, E.; Nogueira, M.L.; da Silva, N.S.",Conference Abstract,16784391,22,,
embase,2001739654,,,"Clinical and laboratory profile of dengue fever in khyber teaching hospital, peshawar",2018,Journal of Medical Sciences (Peshawar),"Uddin, J.; Asghar, M.; Shahzad, A.; Khan, Z.; Rehman, N.; Sharif, N.",Article,19973446,26,4,
embase,630060447,31798807,10.4314/mmj.v30i4.11,"A cross sectional study of dengue virus infection in febrile patients presumptively diagnosed of malaria in Maiduguri and Jos plateau, Nigeria",2018,Malawi medical journal : the journal of Medical Association of Malawi,"Onyedibe, K.; Dawurung, J.; Iroezindu, M.; Shehu, N.; Okolo, M.; Shobowale, E.; Afolaranmi, T.; Dahal, S.; Maktep, Y.; Pama, P.; Isa, S.; Egah, D.",Article,19957270,30,4,
embase,2001224482,30377067,10.1016/j.vaccine.2018.10.072,Dengue-2 virus-like particle (VLP) based vaccine elicits the highest titers of neutralizing antibodies when produced at reduced temperature,2018,Vaccine,"Boigard, H.; Cimica, V.; Galarza, J.M.",Article,18732518,36,50,
embase,629389815,,10.1093/ofid/ofy209.173,A novel prognostic gene set for the prediction of severe dengue,2018,Open Forum Infectious Diseases,"Robinson, M.L.; Sweeney, T.E.; Barouch-Bentov, R.; Sahoo, M.K.; Sanz, A.M.; Pu, S.-Y.; Ortiz, E.; Albornoz, L.; Suarez, F.R.; Montoya, J.G.; Pinsky, B.; Khatri, P.; Einav, S.",Conference Abstract,23288957,5,,
embase,629443694,,10.1093/ofid/ofy210.1739,Rapid diagnosis and differentiation of dengue during peri-monsoon season in tropical resource limited facilities,2018,Open Forum Infectious Diseases,"Khan, I.D.",Conference Abstract,23288957,5,,
